1.110223024625157e-16 0.000000000000000e+00 2.226049806053466e-34 1.777839416990691e-01 0.000000000000000e+00
5.791461380333374e-05 1.054527346420741e-02 9.878875470412859e-06 1.775424586251398e-01 9.921444054028654e-13
2.141030191135096e-04 3.898150028900437e-02 1.347676274187364e-04 1.769039938349588e-01 1.838486077114267e-10
5.088966186284072e-04 9.264057361745806e-02 7.588063603666324e-04 1.757463537300070e-01 5.780802944012517e-09
9.825876412230539e-04 1.788297016728879e-01 2.813958288338060e-03 1.740033178001894e-01 7.844260359894234e-08
1.675417754204322e-03 3.048168764012739e-01 8.120554866122759e-03 1.716838385300490e-01 6.403494903955967e-07
2.627566689856309e-03 4.778105936207722e-01 1.977930072091049e-02 1.688774864314421e-01 3.693668151353023e-06
3.879140889489485e-03 7.049276244031449e-01 4.259089248782927e-02 1.657305207271511e-01 1.648997817997887e-05
5.412247554401284e-03 9.826535702095622e-01 8.175718658972926e-02 1.624977721232579e-01 5.795691676026455e-05
7.226453384460596e-03 1.310498745174586e+00 1.434692509158117e-01 1.592500537118928e-01 1.687048527313747e-04
9.321245632810338e-03 1.687704824580202e+00 2.344676426041905e-01 1.559002067884837e-01 4.226253423479956e-04
1.169603225078431e-02 2.113080599960335e+00 3.615766319375798e-01 1.522211703887278e-01 9.375299630725357e-04
1.435014205523744e-02 2.584774989317042e+00 5.309271165885524e-01 1.479352618249722e-01 1.881702252633988e-03
1.728282491824162e-02 3.100004373195065e+00 7.468191435707380e-01 1.428709824044858e-01 3.474013279730353e-03
2.049325197909280e-02 3.654779895855040e+00 1.010353210268199e+00 1.371251236339736e-01 5.976855537301548e-03
2.398051587857197e-02 4.243706300018299e+00 1.318189694264792e+00 1.311278337731829e-01 9.682968084469855e-03
2.774363101539001e-02 4.859931830114997e+00 1.661930056139884e+00 1.255440141147902e-01 1.489855746534439e-02
3.178153382474769e-02 5.495307682429419e+00 2.028512816810959e+00 1.210438097177676e-01 2.192549761620867e-02
3.609308307892944e-02 6.140767561712847e+00 2.401682563940089e+00 1.180589034821413e-01 3.104477751788730e-02
4.067706020984729e-02 6.786879590617578e+00 2.764187759261800e+00 1.166445301967907e-01 4.250216402924679e-02
4.553216965344320e-02 7.424476521405005e+00 3.100108523167592e+00 1.164962485029712e-01 5.649592472004494e-02
5.065703921585307e-02 8.045252641938248e+00 3.396723403161127e+00 1.170860009557800e-01 7.316598711069011e-02
5.605022046122787e-02 8.642230696990662e+00 3.645551887389512e+00 1.178383097881131e-01 9.258423460511954e-02
6.171018912110404e-02 9.210040607552013e+00 3.842517681974248e+00 1.182734912767547e-01 1.147464080104718e-01
6.763534552520467e-02 9.744998377122059e+00 3.987426037830145e+00 1.180797309810928e-01 1.395668125823062e-01
7.382401505355363e-02 1.024501391087453e+01 4.083060165328418e+00 1.171164126357320e-01 1.668773391292721e-01
8.027444860977029e-02 1.070938142498578e+01 4.134183527858468e+00 1.153762792944016e-01 1.964317512793433e-01
8.698482311541555e-02 1.113851203659422e+01 4.146645895372454e+00 1.129365420147080e-01 2.279146587621944e-01
9.395324202524546e-02 1.153365672387442e+01 4.126692772703985e+00 1.099153809845036e-01 2.609533892848973e-01
1.011777358632303e-01 1.189664875554680e+01 4.080493654439966e+00 1.064383286874889e-01 2.951317284516913e-01
1.086562627791852e-01 1.222968022110438e+01 4.013841363333796e+00 1.026188103901841e-01 3.300060469979136e-01
1.163867091258549e-01 1.253512087802303e+01 3.931957190331523e+00 9.854998647116758e-02 3.651238428040604e-01
1.243668900562930e-01 1.281538406627490e+01 3.839360418734357e+00 9.431150347449162e-02 4.000422376135963e-01
1.325945501413611e-01 1.307283702093434e+01 3.739818547294510e+00 8.997917288722593e-02 4.343428110358218e-01
